year;month;tipe_1;tipe_2;tipe_3;model;region;quantity
2019;1;LCV;bus;gaz_next;A65R32;altayskiy;1
2019;1;LCV;bus;gaz_next;A65R32;arkhangelskaya;1
2019;1;LCV;bus;gaz_next;A65R32;buryatiya;2
2019;1;LCV;bus;gaz_next;A65R32;volgogradskaya;1
2019;1;LCV;bus;gaz_next;A65R32;voronezhskaya;1
2019;1;LCV;bus;gaz_next;A65R32;irkutskaya;1
2019;1;LCV;bus;gaz_next;A65R32;kaluzhskaya;2
2019;1;LCV;bus;gaz_next;A65R32;komi;1
2019;1;LCV;bus;gaz_next;A65R32;krasnodarskiy;4
2019;1;LCV;bus;gaz_next;A65R32;lipetskaya;2
2019;1;LCV;bus;gaz_next;A65R32;magadanskaya;1
2019;1;LCV;bus;gaz_next;A65R32;moskva;4
2019;1;LCV;bus;gaz_next;A65R32;moskovskaya;3
2019;1;LCV;bus;gaz_next;A65R32;primorskiy;1
2019;1;LCV;bus;gaz_next;A65R32;sankt_peterburg;1
2019;1;LCV;bus;gaz_next;A65R32;sakhalinskaya;2
2019;1;LCV;bus;gaz_next;A65R32;sverdlovskaya;1
2019;1;LCV;bus;gaz_next;A65R32;sevosetiya;1
2019;1;LCV;bus;gaz_next;A65R32;tverskaya;1
2019;1;LCV;bus;gaz_next;A65R32;tulskaya;1
2019;1;LCV;bus;gaz_next;A65R32;tyva;1
2019;1;LCV;bus;gaz_next;A65R32;tyumenskaya;3
2019;1;LCV;bus;gaz_next;A65R32;hakaciya;1
2019;1;LCV;bus;gaz_next;A65R32;hmao;1
2019;1;LCV;bus;gaz_next;A65R33;altayskiy;4
2019;1;LCV;bus;gaz_next;A65R33;arkhangelskaya;1
2019;1;LCV;bus;gaz_next;A65R33;bashkortostan;2
2019;1;LCV;bus;gaz_next;A65R33;volgogradskaya;1
2019;1;LCV;bus;gaz_next;A65R33;ivanovskaya;1
2019;1;LCV;bus;gaz_next;A65R33;komi;1
2019;1;LCV;bus;gaz_next;A65R33;lipetskaya;1
2019;1;LCV;bus;gaz_next;A65R33;moskva;3
2019;1;LCV;bus;gaz_next;A65R33;moskovskaya;1
2019;1;LCV;bus;gaz_next;A65R33;novosibirskaya;2
2019;1;LCV;bus;gaz_next;A65R33;samarskaya;1
2019;1;LCV;bus;gaz_next;A65R33;sankt_peterburg;3
2019;1;LCV;bus;gaz_next;A65R33;smolenskaya;1
2019;1;LCV;bus;gaz_next;A65R33;stavropolskiy;1
2019;1;LCV;bus;gaz_next;A65R33;tomskaya;1
2019;1;LCV;bus;gaz_next;A65R33;ulyanovskaya;1
2019;1;LCV;bus;gaz_next;A65R33;hakaciya;1
2019;1;LCV;bus;gaz_next;A65R33;hmao;1
2019;1;LCV;bus;gaz_next;A65R33;chelyabinskaya;1
2019;1;LCV;bus;gaz_next;A65R33;chuvashiya;1
2019;1;LCV;bus;gaz_next;A65R35;astrakhanskaya;1
2019;1;LCV;bus;gaz_next;A65R35;bashkortostan;1
2019;1;LCV;bus;gaz_next;A65R35;volgogradskaya;2
2019;1;LCV;bus;gaz_next;A65R35;voronezhskaya;1
2019;1;LCV;bus;gaz_next;A65R35;kemerovskaya;2
2019;1;LCV;bus;gaz_next;A65R35;krasnodarskiy;1
2019;1;LCV;bus;gaz_next;A65R35;kurskaya;1
2019;1;LCV;bus;gaz_next;A65R35;moskva;1
2019;1;LCV;bus;gaz_next;A65R35;moskovskaya;4
2019;1;LCV;bus;gaz_next;A65R35;novosibirskaya;1
2019;1;LCV;bus;gaz_next;A65R35;orenburgskaya;1
2019;1;LCV;bus;gaz_next;A65R35;orlovskaya;1
2019;1;LCV;bus;gaz_next;A65R35;penzenskaya;1
2019;1;LCV;bus;gaz_next;A65R35;samarskaya;1
2019;1;LCV;bus;gaz_next;A65R35;tyumenskaya;2
2019;1;LCV;bus;gaz_next;A65R35;ulyanovskaya;1
2019;1;LCV;bus;gaz_next;A65R35;khabarovskiy;1
2019;1;LCV;bus;gaz_next;A65R35;hakaciya;1
2019;1;LCV;bus;gaz_next;A65R35;hmao;2
2019;1;LCV;bus;gaz_next;A65R35;chelyabinskaya;4
2019;1;LCV;bus;gaz_next;A65R35;chechnya;1
2019;1;LCV;bus;gaz_next;A65R35;yanao;1
2019;1;LCV;bus;gaz_next;A66R33;altayskiy;6
2019;1;LCV;bus;gaz_next;A66R33;amurskaya;1
2019;1;LCV;bus;gaz_next;A66R33;arkhangelskaya;5
2019;1;LCV;bus;gaz_next;A66R33;astrakhanskaya;3
2019;1;LCV;bus;gaz_next;A66R33;vologodskaya;1
2019;1;LCV;bus;gaz_next;A66R33;dagestan;12
2019;1;LCV;bus;gaz_next;A66R33;zabaykalskiy;2
2019;1;LCV;bus;gaz_next;A66R33;kalmykiya;4
2019;1;LCV;bus;gaz_next;A66R33;krasnodarskiy;5
2019;1;LCV;bus;gaz_next;A66R33;nizhegorodskaya;16
2019;1;LCV;bus;gaz_next;A66R33;permskiy;1
2019;1;LCV;bus;gaz_next;A66R33;saratovskaya;4
2019;1;LCV;bus;gaz_next;A66R33;tyva;2
2019;1;LCV;bus;gaz_next;A66R33;udmurtiya;2
2019;1;LCV;bus;gaz_next;A66R33;chelyabinskaya;1
2019;1;LCV;bus;gaz_next;A69R23;bashkortostan;12
2019;1;LCV;bus;gaz_next;A69R23;moskovskaya;1
2019;1;LCV;bus;gaz_next;A69R23;sverdlovskaya;3
2019;1;LCV;bus;gaz_next;A69R32;altayskiy;1
2019;1;LCV;bus;gaz_next;A69R32;arkhangelskaya;1
2019;1;LCV;bus;gaz_next;A69R32;astrakhanskaya;1
2019;1;LCV;bus;gaz_next;A69R32;buryatiya;3
2019;1;LCV;bus;gaz_next;A69R32;dagestan;5
2019;1;LCV;bus;gaz_next;A69R32;evreyskaya;1
2019;1;LCV;bus;gaz_next;A69R32;zabaykalskiy;1
2019;1;LCV;bus;gaz_next;A69R32;irkutskaya;3
2019;1;LCV;bus;gaz_next;A69R32;kaluzhskaya;1
2019;1;LCV;bus;gaz_next;A69R32;kemerovskaya;1
2019;1;LCV;bus;gaz_next;A69R32;kurskaya;1
2019;1;LCV;bus;gaz_next;A69R32;moskovskaya;9
2019;1;LCV;bus;gaz_next;A69R32;nizhegorodskaya;7
2019;1;LCV;bus;gaz_next;A69R32;orenburgskaya;1
2019;1;LCV;bus;gaz_next;A69R32;ryazanskaya;1
2019;1;LCV;bus;gaz_next;A69R32;sankt_peterburg;1
2019;1;LCV;bus;gaz_next;A69R32;saratovskaya;1
2019;1;LCV;bus;gaz_next;A69R32;sverdlovskaya;4
2019;1;LCV;bus;gaz_next;A69R32;tverskaya;2
2019;1;LCV;bus;gaz_next;A69R32;tomskaya;1
2019;1;LCV;bus;gaz_next;A69R32;tulskaya;1
2019;1;LCV;bus;gaz_next;A69R32;tyumenskaya;1
2019;1;LCV;bus;gaz_next;A69R32;ulyanovskaya;1
2019;1;LCV;bus;gaz_next;A69R32;yakutiya;1
2019;1;LCV;bus;gaz_next;A6BR23;adygeya;7
2019;1;LCV;bus;gaz_next;A6BR23;amurskaya;8
2019;1;LCV;bus;gaz_next;A6BR23;astrakhanskaya;3
2019;1;LCV;bus;gaz_next;A6BR23;bashkortostan;12
2019;1;LCV;bus;gaz_next;A6BR23;belgorodskaya;5
2019;1;LCV;bus;gaz_next;A6BR23;bryanskaya;10
2019;1;LCV;bus;gaz_next;A6BR23;vladimirskaya;4
2019;1;LCV;bus;gaz_next;A6BR23;voronezhskaya;2
2019;1;LCV;bus;gaz_next;A6BR23;dagestan;7
2019;1;LCV;bus;gaz_next;A6BR23;ivanovskaya;10
2019;1;LCV;bus;gaz_next;A6BR23;ingushetiya;8
2019;1;LCV;bus;gaz_next;A6BR23;kalmykiya;2
2019;1;LCV;bus;gaz_next;A6BR23;kareliya;3
2019;1;LCV;bus;gaz_next;A6BR23;kurganskaya;5
2019;1;LCV;bus;gaz_next;A6BR23;kurskaya;17
2019;1;LCV;bus;gaz_next;A6BR23;lipetskaya;2
2019;1;LCV;bus;gaz_next;A6BR23;murmanskaya;2
2019;1;LCV;bus;gaz_next;A6BR23;novgorodskaya;1
2019;1;LCV;bus;gaz_next;A6BR23;novosibirskaya;10
2019;1;LCV;bus;gaz_next;A6BR23;orenburgskaya;2
2019;1;LCV;bus;gaz_next;A6BR23;orlovskaya;3
2019;1;LCV;bus;gaz_next;A6BR23;ryazanskaya;2
2019;1;LCV;bus;gaz_next;A6BR23;samarskaya;1
2019;1;LCV;bus;gaz_next;A6BR23;sverdlovskaya;5
2019;1;LCV;bus;gaz_next;A6BR23;sevosetiya;19
2019;1;LCV;bus;gaz_next;A6BR23;stavropolskiy;16
2019;1;LCV;bus;gaz_next;A6BR23;tambovskaya;3
2019;1;LCV;bus;gaz_next;A6BR23;tomskaya;1
2019;1;LCV;bus;gaz_next;A6BR23;tyva;6
2019;1;LCV;bus;gaz_next;A6BR23;udmurtiya;3
2019;1;LCV;bus;gaz_next;A6BR23;khabarovskiy;2
2019;1;LCV;bus;gaz_next;A6BR23;chechnya;22
2019;1;LCV;bus;gaz_next;A6BR23;yaroslavskaya;1
2019;1;LCV;bus;gaz_buziness;2217;kemerovskaya;2
2019;1;LCV;bus;gaz_buziness;2217;kirovskaya;1
2019;1;LCV;bus;gaz_buziness;2217;krasnoyarskiy;1
2019;1;LCV;bus;gaz_buziness;2217;kurganskaya;1
2019;1;LCV;bus;gaz_buziness;2217;moskva;1
2019;1;LCV;bus;gaz_buziness;2217;permskiy;1
2019;1;LCV;bus;gaz_buziness;2217;chelyabinskaya;1
2019;1;LCV;bus;gaz_buziness;22171;bashkortostan;4
2019;1;LCV;bus;gaz_buziness;22171;voronezhskaya;1
2019;1;LCV;bus;gaz_buziness;22171;kareliya;1
2019;1;LCV;bus;gaz_buziness;22171;permskiy;1
2019;1;LCV;bus;gaz_buziness;22171;rostovskaya;1
2019;1;LCV;bus;gaz_buziness;22171;sakhalinskaya;1
2019;1;LCV;bus;gaz_buziness;22171;tverskaya;2
2019;1;LCV;bus;gaz_buziness;22171;udmurtiya;1
2019;1;LCV;bus;gaz_buziness;22171;hmao;4
2019;1;LCV;bus;gaz_buziness;22171;chechnya;1
2019;1;LCV;bus;gaz_buziness;221717;arkhangelskaya;1
2019;1;LCV;bus;gaz_buziness;221717;zabaykalskiy;1
2019;1;LCV;bus;gaz_buziness;221717;irkutskaya;2
2019;1;LCV;bus;gaz_buziness;221717;komi;1
2019;1;LCV;bus;gaz_buziness;221717;moskva;2
2019;1;LCV;bus;gaz_buziness;221717;samarskaya;1
2019;1;LCV;bus;gaz_buziness;221717;yakutiya;2
2019;1;LCV;bus;gaz_buziness;221727;adygeya;2
2019;1;LCV;bus;gaz_buziness;221727;altayskiy;18
2019;1;LCV;bus;gaz_buziness;221727;astrakhanskaya;8
2019;1;LCV;bus;gaz_buziness;221727;dagestan;8
2019;1;LCV;bus;gaz_buziness;221727;zabaykalskiy;4
2019;1;LCV;bus;gaz_buziness;221727;kareliya;1
2019;1;LCV;bus;gaz_buziness;221727;mordoviya;1
2019;1;LCV;bus;gaz_buziness;221727;novgorodskaya;1
2019;1;LCV;bus;gaz_buziness;221727;novosibirskaya;1
2019;1;LCV;bus;gaz_buziness;221727;orenburgskaya;5
2019;1;LCV;bus;gaz_buziness;221727;orlovskaya;2
2019;1;LCV;bus;gaz_buziness;221727;permskiy;4
2019;1;LCV;bus;gaz_buziness;221727;saratovskaya;9
2019;1;LCV;bus;gaz_buziness;221727;tyva;6
2019;1;LCV;bus;gaz_buziness;221727;udmurtiya;1
2019;1;LCV;bus;gaz_buziness;221727;chelyabinskaya;5
2019;1;LCV;bus;gaz_buziness;221727;yakutiya;5
2019;1;LCV;bus;gaz_buziness;221727;yaroslavskaya;1
2019;1;LCV;bus;gaz_buziness;22177;amurskaya;1
2019;1;LCV;bus;gaz_buziness;22177;kaluzhskaya;1
2019;1;LCV;bus;gaz_buziness;22177;krasnoyarskiy;2
2019;1;LCV;bus;gaz_buziness;22177;orenburgskaya;1
2019;1;LCV;bus;gaz_buziness;22177;sakhalinskaya;1
2019;1;LCV;bus;gaz_buziness;22177;sverdlovskaya;1
2019;1;LCV;bus;gaz_buziness;22177;udmurtiya;1
2019;1;LCV;bus;gaz_buziness;22177;khabarovskiy;1
2019;1;LCV;bus;gaz_buziness;22177;chelyabinskaya;1
2019;1;LCV;bus;gaz_buziness;2752;bashkortostan;1
2019;1;LCV;bus;gaz_buziness;2752;pskovskaya;1
2019;1;LCV;bus;gaz_buziness;2752;hmao;15
2019;1;LCV;bus;gaz_buziness;2752;yanao;1
2019;1;LCV;bus;gaz_buziness;3221;amurskaya;1
2019;1;LCV;bus;gaz_buziness;3221;bryanskaya;10
2019;1;LCV;bus;gaz_buziness;3221;kemerovskaya;1
2019;1;LCV;bus;gaz_buziness;3221;kirovskaya;1
2019;1;LCV;bus;gaz_buziness;3221;leningradskaya;2
2019;1;LCV;bus;gaz_buziness;3221;moskva;2
2019;1;LCV;bus;gaz_buziness;3221;nizhegorodskaya;1
2019;1;LCV;bus;gaz_buziness;3221;novgorodskaya;1
2019;1;LCV;bus;gaz_buziness;3221;novosibirskaya;1
2019;1;LCV;bus;gaz_buziness;3221;pskovskaya;1
2019;1;LCV;bus;gaz_buziness;3221;ryazanskaya;1
2019;1;LCV;bus;gaz_buziness;3221;samarskaya;1
2019;1;LCV;bus;gaz_buziness;3221;tatarstan;2
2019;1;LCV;bus;gaz_buziness;3221;hakaciya;1
2019;1;LCV;bus;gaz_buziness;322105;hmao;1
2019;1;LCV;bus;gaz_buziness;32212;altayskiy;1
2019;1;LCV;bus;gaz_buziness;32212;amurskaya;1
2019;1;LCV;bus;gaz_buziness;32212;bashkortostan;1
2019;1;LCV;bus;gaz_buziness;32212;belgorodskaya;2
2019;1;LCV;bus;gaz_buziness;32212;vologodskaya;1
2019;1;LCV;bus;gaz_buziness;32212;voronezhskaya;2
2019;1;LCV;bus;gaz_buziness;32212;krasnodarskiy;2
2019;1;LCV;bus;gaz_buziness;32212;krasnoyarskiy;1
2019;1;LCV;bus;gaz_buziness;32212;moskva;5
2019;1;LCV;bus;gaz_buziness;32212;nizhegorodskaya;2
2019;1;LCV;bus;gaz_buziness;32212;primorskiy;1
2019;1;LCV;bus;gaz_buziness;32212;sverdlovskaya;1
2019;1;LCV;bus;gaz_buziness;32212;smolenskaya;1
2019;1;LCV;bus;gaz_buziness;32212;tulskaya;2
2019;1;LCV;bus;gaz_buziness;32212;udmurtiya;1
2019;1;LCV;bus;gaz_buziness;32212;hakaciya;2
2019;1;LCV;bus;gaz_buziness;32212;yanao;1
2019;1;LCV;bus;gaz_buziness;322121;altayskiy;6
2019;1;LCV;bus;gaz_buziness;322121;bashkortostan;2
2019;1;LCV;bus;gaz_buziness;322121;bryanskaya;5
2019;1;LCV;bus;gaz_buziness;322121;vladimirskaya;5
2019;1;LCV;bus;gaz_buziness;322121;vologodskaya;9
2019;1;LCV;bus;gaz_buziness;322121;dagestan;58
2019;1;LCV;bus;gaz_buziness;322121;zabaykalskiy;5
2019;1;LCV;bus;gaz_buziness;322121;kalmykiya;5
2019;1;LCV;bus;gaz_buziness;322121;kaluzhskaya;3
2019;1;LCV;bus;gaz_buziness;322121;krasnodarskiy;4
2019;1;LCV;bus;gaz_buziness;322121;nizhegorodskaya;20
2019;1;LCV;bus;gaz_buziness;322121;novosibirskaya;8
2019;1;LCV;bus;gaz_buziness;322121;omskaya;3
2019;1;LCV;bus;gaz_buziness;322121;orenburgskaya;3
2019;1;LCV;bus;gaz_buziness;322121;pskovskaya;1
2019;1;LCV;bus;gaz_buziness;322121;sverdlovskaya;1
2019;1;LCV;bus;gaz_buziness;322121;tyva;6
2019;1;LCV;bus;gaz_buziness;322121;udmurtiya;4
2019;1;LCV;bus;gaz_buziness;322121;chelyabinskaya;1
2019;1;LCV;bus;gaz_buziness;322121;yaroslavskaya;1
2019;1;LCV;bus;gaz_buziness;322125;kabardino_balkariya;1
2019;1;LCV;bus;gaz_buziness;322125;chuvashiya;1
2019;1;LCV;bus;gaz_buziness;32214;bashkortostan;66
2019;1;LCV;bus;gaz_buziness;32214;kaluzhskaya;3
2019;1;LCV;bus;gaz_buziness;32214;sverdlovskaya;1
2019;1;LCV;bus;gaz_buziness;32214;hmao;1
2019;1;LCV;bus;gaz_buziness;32217;belgorodskaya;1
2019;1;LCV;bus;gaz_buziness;32217;krasnodarskiy;3
2019;1;LCV;bus;gaz_buziness;32217;krasnoyarskiy;1
2019;1;LCV;bus;gaz_buziness;32217;nizhegorodskaya;1
2019;1;LCV;bus;gaz_buziness;32217;sakhalinskaya;1
2019;1;LCV;bus;gaz_buziness;32217;tyva;1
2019;1;LCV;bus;gaz_buziness;322171;altayskiy;1
2019;1;LCV;bus;gaz_buziness;322171;vologodskaya;2
2019;1;LCV;bus;gaz_buziness;322171;dagestan;9
2019;1;LCV;bus;gaz_buziness;322171;kalmykiya;1
2019;1;LCV;bus;gaz_buziness;322171;novosibirskaya;34
2019;1;LCV;bus;gaz_buziness;322171;omskaya;6
2019;1;LCV;bus;gaz_buziness;322171;orenburgskaya;1
2019;1;LCV;bus;gaz_buziness;322171;saratovskaya;2
2019;1;LCV;bus;gaz_buziness;322171;tyva;3
2019;1;LCV;bus;gaz_buziness;322171;udmurtiya;1
2019;1;LCV;bus;gaz_buziness;322173;belgorodskaya;1
2019;1;LCV;bus;gaz_buziness;322173;krasnodarskiy;1
2019;1;LCV;bus;gaz_buziness;322173;kurskaya;2
2019;1;LCV;bus;gaz_buziness;322173;saratovskaya;1
2019;1;LCV;bus;gaz_buziness;322173;hmao;1
2019;1;LCV;bus;gaz_buziness;322174;sverdlovskaya;1
2019;1;LCV;bus;gaz_buziness;322174;stavropolskiy;18
2019;1;LCV;bus;gaz_buziness;322174;tyumenskaya;5
2019;1;LCV;bus;gaz_karkas;A60R42;bryanskaya;51
2019;1;LCV;bus;gaz_karkas;A60R42;kaliningradskaya;1
2019;1;LCV;bus;gaz_karkas;A60R42;kaluzhskaya;1
2019;1;LCV;bus;gaz_karkas;A60R42;mariyel;1
2019;1;LCV;bus;gaz_karkas;A60R42;moskovskaya;121
2019;1;LCV;bus;gaz_karkas;A63R33;tulskaya;1
2019;1;LCV;bus;gaz_karkas;A63R42;krasnodarskiy;2
2019;1;LCV;bus;gaz_karkas;A63R42;lipetskaya;1
2019;1;LCV;bus;gaz_karkas;A63R45;belgorodskaya;1
2019;1;LCV;bus;gaz_karkas;A63R45;kurskaya;1
2019;1;LCV;bus;gaz_karkas;A64R42;altayskiy;2
2019;1;LCV;bus;gaz_karkas;A64R42;amurskaya;1
2019;1;LCV;bus;gaz_karkas;A64R42;bryanskaya;25
2019;1;LCV;bus;gaz_karkas;A64R42;vladimirskaya;1
2019;1;LCV;bus;gaz_karkas;A64R42;voronezhskaya;8
2019;1;LCV;bus;gaz_karkas;A64R42;kemerovskaya;1
2019;1;LCV;bus;gaz_karkas;A64R42;krasnodarskiy;1
2019;1;LCV;bus;gaz_karkas;A64R42;moskovskaya;4
2019;1;LCV;bus;gaz_karkas;A64R42;nizhegorodskaya;1
2019;1;LCV;bus;gaz_karkas;A64R42;novosibirskaya;2
2019;1;LCV;bus;gaz_karkas;A64R42;orlovskaya;1
2019;1;LCV;bus;gaz_karkas;A64R42;permskiy;1
2019;1;LCV;bus;gaz_karkas;A64R42;primorskiy;5
2019;1;LCV;bus;gaz_karkas;A64R42;smolenskaya;6
2019;1;LCV;bus;gaz_karkas;A64R45;kaluzhskaya;2
2019;1;LCV;bus;gaz_karkas;A64R45;novosibirskaya;4
2019;1;LCV;bus;gaz_karkas;A64R45;omskaya;2
2019;1;LCV;bus;gaz_karkas;A64R45;stavropolskiy;1
2019;1;LCV;bus;gaz_karkas;A64R45;tyumenskaya;3
2019;1;LCV;bus;gaz_karkas;A64R45;udmurtiya;1
2019;1;LCV;bus;gaz_karkas;A64R45;ulyanovskaya;4
2019;1;LCV;bus;gaz_karkas;A64R45;chelyabinskaya;3
2019;1;LCV;bus;gaz_karkas;A67R42;moskovskaya;12
2019;1;LCV;bus;gaz_karkas;A67R43;altayskiy;1
2019;1;LCV;bus;gaz_karkas;A67R43;zabaykalskiy;20
2019;1;LCV;bus;gaz_karkas;A67R43;kalmykiya;5
2019;1;LCV;bus;gaz_karkas;A67R43;novosibirskaya;2
2019;1;LCV;bus;gaz_karkas;A67R43;permskiy;2
2019;1;LCV;bus;gaz_karkas;A67R43;saratovskaya;2
2019;1;LCV;bus;gaz_karkas;A67R43;sverdlovskaya;1
2019;1;LCV;bus;gaz_karkas;A67R43;tyva;2
2019;1;LCV;bus;gaz_karkas;A67R43;tyumenskaya;2
2019;1;LCV;bort;gaz_next;A21R22;adygeya;1
2019;1;LCV;bort;gaz_next;A21R22;altayskiy;3
2019;1;LCV;bort;gaz_next;A21R22;arkhangelskaya;1
2019;1;LCV;bort;gaz_next;A21R22;bashkortostan;7
2019;1;LCV;bort;gaz_next;A21R22;belgorodskaya;9
2019;1;LCV;bort;gaz_next;A21R22;bryanskaya;2
2019;1;LCV;bort;gaz_next;A21R22;vladimirskaya;4
2019;1;LCV;bort;gaz_next;A21R22;volgogradskaya;3
2019;1;LCV;bort;gaz_next;A21R22;vologodskaya;1
2019;1;LCV;bort;gaz_next;A21R22;voronezhskaya;10
2019;1;LCV;bort;gaz_next;A21R22;dagestan;3
2019;1;LCV;bort;gaz_next;A21R22;ivanovskaya;3
2019;1;LCV;bort;gaz_next;A21R22;irkutskaya;2
2019;1;LCV;bort;gaz_next;A21R22;kaliningradskaya;3
2019;1;LCV;bort;gaz_next;A21R22;kaluzhskaya;2
2019;1;LCV;bort;gaz_next;A21R22;kemerovskaya;4
2019;1;LCV;bort;gaz_next;A21R22;kirovskaya;3
2019;1;LCV;bort;gaz_next;A21R22;komi;1
2019;1;LCV;bort;gaz_next;A21R22;kostromskaya;2
2019;1;LCV;bort;gaz_next;A21R22;krasnodarskiy;20
2019;1;LCV;bort;gaz_next;A21R22;krasnoyarskiy;2
2019;1;LCV;bort;gaz_next;A21R22;kurganskaya;1
2019;1;LCV;bort;gaz_next;A21R22;kurskaya;2
2019;1;LCV;bort;gaz_next;A21R22;leningradskaya;8
2019;1;LCV;bort;gaz_next;A21R22;lipetskaya;2
2019;1;LCV;bort;gaz_next;A21R22;mariyel;2
2019;1;LCV;bort;gaz_next;A21R22;mordoviya;2
2019;1;LCV;bort;gaz_next;A21R22;moskva;122
2019;1;LCV;bort;gaz_next;A21R22;moskovskaya;62
2019;1;LCV;bort;gaz_next;A21R22;murmanskaya;2
2019;1;LCV;bort;gaz_next;A21R22;nizhegorodskaya;39
2019;1;LCV;bort;gaz_next;A21R22;novosibirskaya;6
2019;1;LCV;bort;gaz_next;A21R22;omskaya;6
2019;1;LCV;bort;gaz_next;A21R22;orenburgskaya;4
2019;1;LCV;bort;gaz_next;A21R22;penzenskaya;4
2019;1;LCV;bort;gaz_next;A21R22;permskiy;4
2019;1;LCV;bort;gaz_next;A21R22;primorskiy;2
2019;1;LCV;bort;gaz_next;A21R22;altay_respublika;1
2019;1;LCV;bort;gaz_next;A21R22;rostovskaya;8
2019;1;LCV;bort;gaz_next;A21R22;ryazanskaya;2
2019;1;LCV;bort;gaz_next;A21R22;samarskaya;25
2019;1;LCV;bort;gaz_next;A21R22;sankt_peterburg;75
2019;1;LCV;bort;gaz_next;A21R22;saratovskaya;6
2019;1;LCV;bort;gaz_next;A21R22;sverdlovskaya;21
2019;1;LCV;bort;gaz_next;A21R22;smolenskaya;3
2019;1;LCV;bort;gaz_next;A21R22;stavropolskiy;31
2019;1;LCV;bort;gaz_next;A21R22;tambovskaya;1
2019;1;LCV;bort;gaz_next;A21R22;tatarstan;19
2019;1;LCV;bort;gaz_next;A21R22;tverskaya;9
2019;1;LCV;bort;gaz_next;A21R22;tulskaya;14
2019;1;LCV;bort;gaz_next;A21R22;tyumenskaya;7
2019;1;LCV;bort;gaz_next;A21R22;udmurtiya;5
2019;1;LCV;bort;gaz_next;A21R22;ulyanovskaya;1
2019;1;LCV;bort;gaz_next;A21R22;hakaciya;1
2019;1;LCV;bort;gaz_next;A21R22;hmao;3
2019;1;LCV;bort;gaz_next;A21R22;chelyabinskaya;4
2019;1;LCV;bort;gaz_next;A21R22;chechnya;3
2019;1;LCV;bort;gaz_next;A21R22;chuvashiya;8
2019;1;LCV;bort;gaz_next;A21R22;yanao;1
2019;1;LCV;bort;gaz_next;A21R22;yaroslavskaya;3
2019;1;LCV;bort;gaz_next;A21R23;altayskiy;1
2019;1;LCV;bort;gaz_next;A21R23;volgogradskaya;1
2019;1;LCV;bort;gaz_next;A21R23;kaluzhskaya;2
2019;1;LCV;bort;gaz_next;A21R23;kemerovskaya;1
2019;1;LCV;bort;gaz_next;A21R23;mariyel;2
2019;1;LCV;bort;gaz_next;A21R23;moskovskaya;1
2019;1;LCV;bort;gaz_next;A21R23;novosibirskaya;3
2019;1;LCV;bort;gaz_next;A21R23;pskovskaya;1
2019;1;LCV;bort;gaz_next;A21R23;samarskaya;1
2019;1;LCV;bort;gaz_next;A21R23;sankt_peterburg;1
2019;1;LCV;bort;gaz_next;A21R23;saratovskaya;1
2019;1;LCV;bort;gaz_next;A21R23;tverskaya;1
2019;1;LCV;bort;gaz_next;A21R25;altayskiy;1
2019;1;LCV;bort;gaz_next;A21R25;vologodskaya;1
2019;1;LCV;bort;gaz_next;A21R25;voronezhskaya;3
2019;1;LCV;bort;gaz_next;A21R25;dagestan;1
2019;1;LCV;bort;gaz_next;A21R25;kirovskaya;1
2019;1;LCV;bort;gaz_next;A21R25;mariyel;1
2019;1;LCV;bort;gaz_next;A21R25;moskovskaya;1
2019;1;LCV;bort;gaz_next;A21R25;rostovskaya;1
2019;1;LCV;bort;gaz_next;A21R25;sankt_peterburg;1
2019;1;LCV;bort;gaz_next;A21R25;sverdlovskaya;1
2019;1;LCV;bort;gaz_next;A21R25;tatarstan;3
2019;1;LCV;bort;gaz_next;A21R25;chelyabinskaya;1
2019;1;LCV;bort;gaz_next;A21R32;voronezhskaya;1
2019;1;LCV;bort;gaz_next;A21R32;dagestan;1
2019;1;LCV;bort;gaz_next;A21R32;irkutskaya;2
2019;1;LCV;bort;gaz_next;A21R32;krasnodarskiy;6
2019;1;LCV;bort;gaz_next;A21R32;krasnoyarskiy;2
2019;1;LCV;bort;gaz_next;A21R32;kurganskaya;1
2019;1;LCV;bort;gaz_next;A21R32;leningradskaya;1
2019;1;LCV;bort;gaz_next;A21R32;mordoviya;1
2019;1;LCV;bort;gaz_next;A21R32;moskva;6
2019;1;LCV;bort;gaz_next;A21R32;moskovskaya;1
2019;1;LCV;bort;gaz_next;A21R32;penzenskaya;1
2019;1;LCV;bort;gaz_next;A21R32;permskiy;2
2019;1;LCV;bort;gaz_next;A21R32;sankt_peterburg;18
2019;1;LCV;bort;gaz_next;A21R32;sverdlovskaya;2
2019;1;LCV;bort;gaz_next;A21R32;stavropolskiy;1
2019;1;LCV;bort;gaz_next;A21R32;tatarstan;4
2019;1;LCV;bort;gaz_next;A21R32;udmurtiya;3
2019;1;LCV;bort;gaz_next;A21R33;altayskiy;1
2019;1;LCV;bort;gaz_next;A21R33;moskva;1
2019;1;LCV;bort;gaz_next;A21R33;moskovskaya;1
2019;1;LCV;bort;gaz_next;A21R33;permskiy;2
2019;1;LCV;bort;gaz_next;A21R33;tatarstan;1
2019;1;LCV;bort;gaz_next;A21R33;tyumenskaya;1
2019;1;LCV;bort;gaz_next;A21R35;voronezhskaya;2
2019;1;LCV;bort;gaz_next;A21R35;kirovskaya;2
2019;1;LCV;bort;gaz_next;A21R35;moskva;2
2019;1;LCV;bort;gaz_next;A21R35;novosibirskaya;2
